INVOICE_DATE,INVOICE_NUMBER,RETAILER_CODE,HIERARCHY_CATEGORY,HIERARCHY_BRAND,HIERARCHY_REGIONAL_BRAND,PRODUCT_CODE,GROSS_AMOUNT
2025-04-14,IN14077626000664,Out-212336,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,369.200000
2025-04-16,IN14077626000779,Out-211085,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,553.800000
2025-04-30,IN14077626001655,Out-210920,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,42365.700000
2025-04-15,IN14077626000717,Out-211167,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,92.300000
2025-04-14,IN14077626000627,Out-211237,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,2215.200000
2025-04-14,IN14077626000619,Out-212144,Packaged Foods,Tata Salt,TS Rock Salt,14000000012629,276.900000
2025-04-05,IN14077626000247,Out-211604,Packaged Beverages,Tetley,Tetley Green,14000000003298,117.340000
2025-04-14,IN14077626000602,Out-211741,Packaged Beverages,Tetley,Tetley Green,14000000003298,117.340000
2025-04-15,IN14077626000750,Out-212245,Packaged Beverages,Tetley,Tetley Green,14000000003298,176.010000
2025-04-05,IN14077626000177,Out-218445,Packaged Beverages,Tetley,Tetley Green,14000000003298,117.340000
2025-04-04,IN14077626000128,Out-211713,Packaged Beverages,Tetley,Tetley Green,14000000003298,176.010000
2025-04-05,IN14077626000178,Out-211430,Packaged Beverages,Tetley,Tetley Green,14000000003298,117.340000
2025-04-05,IN14077626000250,Out-210496,Packaged Beverages,Tetley,Tetley Green,14000000003298,176.010000
2025-04-14,IN14077626000573,Out-212542,Packaged Beverages,Tetley,Tetley Green,14000000003298,176.010000
2025-04-15,IN14077626000741,Out-212168,Packaged Beverages,Tetley,Tetley Green,14000000003298,176.010000
2025-05-26,IN15890326002704,Out-378829,Captain,Smith & Jones,SnJ Cooking Paste,14000000007920,196.800000
2025-05-08,IN15890326001728,Out-379175,Captain,Smith & Jones,SnJ Cooking Paste,14000000007920,393.600000
2025-04-03,IN17747926000032,Out-399926,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15450.000000
2025-04-03,IN17747926000033,Out-399969,Packaged Foods,Tata Salt,TS Crystal,15000000001334,30900.000000
2025-04-03,IN17747926000035,Out-399969,Packaged Foods,Tata Salt,TS Crystal,15000000001334,30900.000000
2025-06-27,IN17747926002039,Out-399792,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000000545,296.000000
2025-04-23,IN17747926000334,Out-400351,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000000545,888.000000
2025-06-20,IN17747926001809,Out-399758,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000000545,444.000000
2025-04-01,IN17747926000009,Out-399903,Packaged Beverages,Tata Tea,Tata Tea Gold,14000000000545,296.000000
2025-06-12,IN15890326003416,Out-379146,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003161,Out-379051,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00061,Out-378942,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003149,Out-379048,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003163,Out-379130,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00056,Out-379271,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00060,Out-379139,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326003417,Out-379148,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00059,Out-379414,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003143,Out-378857,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326003420,Out-379331,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-05-26,IN15890326002702,Out-379167,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003159,Out-379286,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00058,Out-378798,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003160,Out-379336,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-04,IN15890326003162,Out-378928,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-06-12,IN15890326A00057,Out-378902,Captain,Chings Secret,Chings Masala,14000000007921,196.800000
2025-04-29,IN15890326001246,Out-379075,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002898,Out-378840,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001241,Out-379351,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001249,Out-379296,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002892,Out-379065,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002904,Out-379128,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002909,Out-379342,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001264,Out-379110,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001263,Out-379055,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001257,Out-379248,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002894,Out-378832,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002910,Out-378889,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002963,Out-379071,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-31,IN15890326003007,Out-4560420,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002899,Out-379415,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002896,Out-379406,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002895,Out-379012,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002900,Out-379202,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001248,Out-378843,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001250,Out-379250,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001255,Out-378828,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002908,Out-379138,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002902,Out-379419,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002905,Out-379350,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001242,Out-379215,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001261,Out-379314,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002906,Out-379230,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002903,Out-378823,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002907,Out-378983,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001254,Out-379346,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001265,Out-379307,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001258,Out-378951,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001260,Out-379411,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001243,Out-379073,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001247,Out-379288,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001244,Out-378940,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002893,Out-379181,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001245,Out-379019,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001262,Out-379329,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-04-29,IN15890326001259,Out-379348,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002901,Out-379407,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-04-29,IN15890326001256,Out-378871,Packaged Beverages,Tetley,Tetley Green,14000000012851,310.100000
2025-05-30,IN15890326002891,Out-4560431,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-06,IN15890326001584,Out-378871,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-30,IN15890326002897,Out-378981,Packaged Beverages,Tetley,Tetley Green,14000000012851,155.050000
2025-05-28,IN14077626003386,Out-210738,Captain,Chings Secret,Chings Noodles,14000000007952,262.120000
2025-06-05,IN14077626004147,Out-212598,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-06-05,IN14077626004152,Out-211023,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004247,Out-212457,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-04,IN14077626A00139,Out-212518,Captain,Chings Secret,Chings Noodles,14000000007952,393.180000
2025-05-28,IN14077626003364,Out-210493,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-05,IN14077626004148,Out-211122,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-06-07,IN14077626004361,Out-210509,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-05-24,IN14077626003023,Out-212927,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-05,IN14077626004149,Out-210989,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-04,IN14077626004068,Out-211322,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-06-06,IN14077626004257,Out-212367,Captain,Chings Secret,Chings Noodles,14000000007952,327.650000
2025-06-06,IN14077626004256,Out-212493,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-05,IN14077626004078,Out-212245,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-06-06,IN14077626004251,Out-211494,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004246,Out-211135,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-06,IN14077626004245,Out-210913,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-03,IN14077626003896,Out-211392,Captain,Chings Secret,Chings Noodles,14000000007952,393.180000
2025-06-04,IN14077626004072,Out-4469136,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-02,IN14077626003857,Out-210483,Captain,Chings Secret,Chings Noodles,14000000007952,655.300000
2025-05-28,IN14077626003365,Out-1298751,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-05-28,IN14077626003390,Out-211322,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004244,Out-212362,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004249,Out-211884,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004250,Out-211917,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-06,IN14077626004248,Out-211978,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-06-06,IN14077626004243,Out-210960,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-05-24,IN14077626003025,Out-211942,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-05-24,IN14077626003024,Out-210509,Captain,Chings Secret,Chings Noodles,14000000007952,196.590000
2025-06-06,IN14077626004240,Out-210454,Captain,Chings Secret,Chings Noodles,14000000007952,65.530000
2025-06-06,IN14077626004258,Out-211144,Captain,Chings Secret,Chings Noodles,14000000007952,131.060000
2025-04-14,IN17248426000423,Out-949845,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000433,Out-550781,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000467,Out-4183752,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000529,Out-4333488,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000502,Out-550752,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000462,Out-550629,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000495,Out-4477954,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000461,Out-4496582,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000496,Out-4478009,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000458,Out-949613,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000413,Out-550822,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000421,Out-550747,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-22,SR17248426000002,Out-550729,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,-113.500000
2025-04-22,IN17248426000806,Out-550737,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000531,Out-4507205,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000532,Out-739363,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000455,Out-550796,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000504,Out-4478781,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000473,Out-550729,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000464,Out-4418940,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000456,Out-550686,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000446,Out-949733,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000436,Out-4477739,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000434,Out-949696,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-15,IN17248426000517,Out-550844,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-04-14,IN17248426000426,Out-673782,Ready to eat,Soulfull,Ragi Bites Cream Wafer,14000000012735,113.500000
2025-05-03,IN15890326001438,Out-378968,Packaged Foods,Shuddh by Tata Salt,Shuddh by Tata Salt,14000000009701,18.030000
2025-05-03,IN15890326001439,Out-379216,Packaged Foods,Shuddh by Tata Salt,Shuddh by Tata Salt,14000000009701,18.030000
2025-05-03,IN15890326001435,Out-379139,Packaged Foods,Shuddh by Tata Salt,Shuddh by Tata Salt,14000000009701,18.030000
2025-04-30,IN15890326001370,Out-379275,Packaged Foods,Shuddh by Tata Salt,Shuddh by Tata Salt,14000000009701,12621.000000
2025-04-25,IN14077626001432,Out-211777,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-04-22,IN14077626001223,Out-211777,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-28,IN14077626005701,Out-211095,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-18,IN14077626005055,Out-676906,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-10,IN14077626A00299,Out-212032,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-10,IN14077626A00287,Out-210914,Organic India,Organic India,Organic India-Tea,14000000008263,174.050000
2025-05-05,IN14077626001727,Out-4524029,Organic India,Organic India,Organic India-Tea,14000000008263,348.100000
2025-04-09,IN14077626000495,Out-676906,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-05-09,IN14077626002236,Out-213078,Organic India,Organic India,Organic India-Tea,14000000008263,174.050000
2025-04-16,IN14077626000800,Out-676906,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-05,IN14077626A00199,Out-211320,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-06-06,IN14077626004182,Out-210539,Organic India,Organic India,Organic India-Tea,14000000008263,522.150000
2025-05-16,IN17747926000984,Out-399966,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-05-05,IN17747926000698,Out-4525159,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-05-22,IN17747926001154,Out-400215,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-05-20,IN17747926001060,Out-399971,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-04-25,IN17747926000399,Out-4525159,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-05-20,IN17747926001083,Out-399861,Captain,Chings Secret,Chings Soups,14000000007987,155.400000
2025-05-26,SR17747926000004,Out-400215,Captain,Chings Secret,Chings Soups,14000000007987,-155.400000
2025-05-03,IN17747926000671,Out-400182,Captain,Chings Secret,Chings Soups,14000000007987,310.800000
2025-06-12,IN17747926001596,Out-399803,Captain,Chings Secret,Chings Soups,14000000007987,310.800000
2025-04-11,IN14878726000152,Out-213484,Packaged Beverages,Tata Tea,Chakra Gold,14000000009461,20774.400000
2025-06-23,IN19014026000098,Out-378970,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000092,Out-378907,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000046,Out-4560354,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000091,Out-378894,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000054,Out-379187,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000086,Out-379105,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000088,Out-379098,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000068,Out-378845,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000026,Out-379048,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000075,Out-379158,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000093,Out-378960,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000044,Out-379245,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000032,Out-379146,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000097,Out-379162,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000080,Out-379395,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000095,Out-379033,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000047,Out-379234,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000073,Out-379089,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000084,Out-379124,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000028,Out-379004,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000017,Out-379173,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000049,Out-379029,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000085,Out-378804,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000067,Out-379179,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000051,Out-378807,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000087,Out-379091,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000079,Out-379060,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000057,Out-379234,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000016,Out-379060,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000041,Out-379349,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
2025-06-23,IN19014026000065,Out-378826,Packaged Foods,Tata Sampann,Tata Sampann Poha,15000000002700,92.960000
